trip_id,date,day_of_week,is_weekend,time_period,scheduled_time,actual_time,route_id,vehicle_id,stage_id,delay_minutes,on_time,cancelled,occupancy_level,weather,incident_type,fare_kes,passenger_rating
TRP00618,2025-05-06,tuesday,no,Midday (9am-4pm),12:39,12:40,2,34,6,1.5,True,False,,Clear,Overloading Delay,90,3.3
TRP00867,03-28-2025,Friday,N,Midday (9am-4pm),10:27,10:25,3,42,2,-1.3,Y,no,Low (<50%),Clear,None,120,4.2
TRP00835,2025-02-11,Tuesday,no,Early Morning (5-7am),05:54,06:00,10,120,8,6.8,N,N,Moderate (50-80%),LIGHT RAIN,Overloading Delay,74,2.0
TRP01055,2025-06-24,Tuesday,0,Early Morning (5-7am),05:07,05:01,1,66,9,-6.0,False,no,Moderate (50-80%),Clear,None,100,
TRP01726,30/05/2025,Friday,No,Evening Peak (4-7pm),17:45,17:47,6,118,10,2.1,true,0,Low (<50%),Clear,,121,5.0
TRP01719,2025-06-12,Thursday,No,Night (7-10pm),21:52,21:52,4,29,,0.8,TRUE,No,Low (<50%),Clear,police checkpoint,80,7.2
TRP03457,14/05/2025,Wednesday,false,Morning Peak (7-9am),07:02,06:59,9,100,10,-2.5,true,False,Moderate (50-80%),Clear,None,115,3.7
TRP01591,2025-03-27,Thursday,0,Early Morning (5-7am),05:23,05:44,12,55,8,21.4,FALSE,No,Full (80-100%),Light Rain,Road Accident Nearby,181,1.9
TRP02735,2025-08-18,Monday,FALSE,Midday (9am-4pm),10:30,10:32,10,28,5,2.1,yes,no,Moderate (50-80%),Clear,Road Construction,70,3.6
TRP00316,2025-05-10,Saturday,True,Midday (9am-4pm),10:18,10:12,10,79,3,-5.3,no,Yes,Full (80-100%),Clear,None,70,2.7
TRP01503,2025-06-15,Sunday,Yes,Midday (9am-4pm),14:36,14:52,1,102,11,16.5,False,N,Low (<50%),Light Rain,Road Accident Nearby,127,3.7
TRP01077,2025-07-25,Friday,0,MIDDAY (9AM-4PM),15:48,15:54,5,4,7,6.4,no,N,Moderate (50-80%),Clear,Road Accident Nearby,70,1.8
TRP01427,2025-08-08,Friday,N,Evening Peak (4-7pm),16:48,16:50,3,4,3,2.1,Yes,False,Moderate (50-80%),Clear,Overloading Delay,135,5.0
TRP01470,2025-01-12,Sunday,TRUE,Midday (9am-4pm),10:33,10:30,12,8,11,-2.8,TRUE,No,Moderate (50-80%),CLEAR,Overloading Delay,160,3.1
TRP00209,2025-07-21,Monday,no,Evening Peak (4-7pm),16:09,16:20,6,28,3,11.1,false,False,Overloaded (>100%),Clear,Traffic Jam,151,2.7
TRP01065,2025-07-29,TUESDAY,0,Night (7-10pm),19:13,19:14,1,104,9,1.6,Yes,N,Full (80-100%),Light Rain,None,118,3.9
TRP02429,2025-06-17,Tuesday,False,Evening Peak (4-7pm),16:55,17:07,6,22,10,12.5,N,N,Overloaded (>100%),CLEAR,Police Checkpoint,142,3.3
TRP00357,21-May-2025,Wednesday,False,Early Morning (5-7am),05:16,05:18,11,82,1,2.5,TRUE,No,  Low (<50%)  ,Clear,Overloading Delay,110,3.8
TRP01810,2025-08-24,Sunday,1,Evening Peak (4-7pm),16:54,16:48,2,75,,-5.1,no,N,Full (80-100%),Clear,None,103,3.8
TRP01534,2025-03-13,Thursday,False,MORNING PEAK (7-9AM),08:28,08:34,3,35,3,6.0,0,False,Overloaded (>100%),Clear,Police Checkpoint,183,3.7
TRP00828,2025-05-04,sunday,true,Evening Peak (4-7pm),17:41,17:48,12,2,9,7.8,0,false,Overloaded (>100%),Light Rain,Police Checkpoint,214,1.8
TRP02397,2025-02-28,Friday,False,Midday (9am-4pm),15:19,15:28,2,48,1,9.0,FALSE,False,NA,Clear,Traffic Jam,90,1.4
TRP02111,2025-06-10,Tuesday,No,Morning Peak (7-9am),08:01,08:11,4,117,7,10.3,false,0,Full (80-100%),Clear,None,KES 88,4.8
TRP02512,2025-03-03,MONDAY,No,Morning Peak (7-9am),07:44,07:41,4,107,5,-2.1,true,0,Full (80-100%),Clear,None,94,3.7
TRP01401,2025-07-04,Friday,N,Evening Peak (4-7pm),18:13,18:25,8,11,11,12.4,N,False,Full (80-100%),Light Rain,Road Construction,96,4.0
TRP02019,2025-04-01,Tuesday,False,Early Morning (5-7am),05:33,05:27,3,57,5,-6.0,No,False,Low (<50%),Clear,None,120,1.0
TRP02392,2025-04-03,Thursday,FALSE,Morning Peak (7-9am),08:40,08:49,10,7,10,9.3,False,false,Moderate (50-80%),Clear,Road Construction,79,2.4
TRP02647,2025-07-04,Friday,False,Morning Peak (7-9am),08:13,08:17,5,75,11,4.3,yes,N,Moderate (50-80%),Clear,Overloading Delay,,3.7
TRP01662,06-Aug-2025,Wednesday,False,Morning Peak (7-9am),07:21,07:55,9,72,7,34.5,No,false,Full (80-100%),Overcast,Vehicle Breakdown,127,4.8
TRP00694,2025-01-14,Tuesday,N,Morning Peak (7-9am),07:45,08:08,2,35,5,23.2,No,True,Moderate (50-80%),Clear,Road Construction,139,4.0
TRP02320,2025-06-22,Sunday,1,Night (7-10pm),20:00,19:57,10,67,1,-2.2,true,False,Moderate (50-80%),Clear,Police Checkpoint,70,3.5
TRP01015,2025-07-05,Saturday,Yes,Evening Peak (4-7pm),18:49,18:56,11,115,1,7.0,no,FALSE,Moderate (50-80%),clear,Overloading Delay,127,3.1
TRP02168,2025-07-27,Sunday,True,Midday (9am-4pm),09:55,09:49,7,83,1,-6.0,0,FALSE,Full (80-100%),Clear,NONE,150,1.0
TRP01945,2025-02-23,Sunday,yes,Night (7-10pm),21:24,21:19,5,74,3,-5.0,1,False,Moderate (50-80%),Overcast,None,70,3.4
TRP02355,2025-01-13,Monday,false,Morning Peak (7-9am),08:25,08:29,12,120,9,4.0,True,0,Moderate (50-80%),Light Rain,None,267,3.7
TRP00402,2025-03-27,Thursday,0,Evening Peak (4-7pm),16:01,16:04,8,70,5,3.8,Y,no,Full (80-100%),Clear,None,76,2.6
TRP00905,2025-07-27,Sunday,True,Morning Peak (7-9am),07:17,07:12,5,33,10,-4.4,TRUE,no,Moderate (50-80%),Clear,None,101,4.7
TRP03068,2025-07-16,Wednesday,N,Evening Peak (4-7pm),18:13,18:25,9,106,6,12.8,no,0,Full (80-100%),Light Rain,none,159,3.2
TRP00684,2025-02-07,Friday,False,Morning Peak (7-9am),07:50,08:08,1,81,,18.7,false,No,999,Light Rain,Road Construction,178,1.6
TRP01336,2025-06-22,Sunday,1,Evening Peak (4-7pm),17:43,17:48,4,120,7,5.2,False,no,Moderate (50-80%),Clear,None,102,3.1
TRP01633,01-Mar-2025,Saturday,Y,Night (7-10pm),19:21,19:16,7,10,4,-4.1,True,FALSE,Moderate (50-80%),Clear,None,150,4.3
TRP00300,2025-05-26,Monday,false,Morning Peak (7-9am),08:36,08:40,6,62,6,4.7,True,0,Moderate (50-80%),Light Rain,None,195,4.0
TRP00323,02-25-2025,  Tuesday  ,FALSE,EVENING PEAK (4-7PM),16:14,16:25,5,92,4,11.5,0,false,Overloaded (>100%),Heavy Rain,Overloading Delay,106,1.0
TRP02062,2025-08-02,saturday,yes,Midday (9am-4pm),15:43,15:53,3,120,1,10.1,N,0,Moderate (50-80%),Heavy Rain,OVERLOADING DELAY,152,2.1
TRP01663,2025-08-18,Monday,False,Morning Peak (7-9am),08:09,08:22,1,70,3,13.6,false,no,Moderate (50-80%),Clear,Traffic Jam,158,4.2
TRP02101,2025-03-24,Monday,0,Early Morning (5-7am),06:15,06:23,4,10,3,8.0,N,N,Moderate (50-80%),Clear,ROAD CONSTRUCTION,80,1.5
TRP01820,2025-01-30,Thursday,No,Early Morning (5-7am),05:41,05:42,7,93,11,1.6,yes,no,Moderate (50-80%),Overcast,None,150,3.9
TRP00487,2025-05-28,Wednesday,FALSE,Evening Peak (4-7pm),16:17,16:40,10,117,6,23.2,N,false,Moderate (50-80%),Clear,Road Construction,101,
TRP00401,2025-08-17,Sunday,1,Midday (9am-4pm),15:30,15:37,4,68,4,7.0,False,false,Low (<50%),Clear,Vehicle Breakdown,80,
TRP00257,2025-08-20,Wednesday,N,Morning Peak (7-9am),08:22,08:48,7,14,11,26.5 min,FALSE,False,Low (<50%),Light Rain,Traffic Jam,242,
TRP00089,2025-02-18,Tuesday,N,Morning Peak (7-9am),07:13,07:28,6,50,3,15.5,no,FALSE,Full (80-100%),Clear,Road Construction,130,1.1
TRP00949,2025-07-16,Wednesday,FALSE,midday (9am-4pm),12:30,12:29,5,84,,-0.4,true,no,Moderate (50-80%),Light Rain,None,86,2.0
TRP00976,2025-06-02,Monday,no,Morning Peak (7-9am),08:10,08:29,1,48,10,19.1,False,False,Moderate (50-80%),Clear,Overloading Delay,115,1.2
TRP01991,2025-07-18,Friday,false,midday (9am-4pm),14:32,14:48,6,87,6,16.8,false,no,Moderate (50-80%),Clear,Vehicle Breakdown,100,3.9
TRP02815,2025-05-14,wednesday,False,Morning Peak (7-9am),08:38,08:46,9,56,9,8.2,FALSE,N,Moderate (50-80%),Overcast,Police Checkpoint,108,3.5
TRP00148,2025-07-30,Wednesday,FALSE,Early Morning (5-7am),05:31,05:39,12,116,6,8.8,FALSE,N,-,Clear,Police Checkpoint,160,2.2
TRP00385,04-14-2025,Monday,FALSE,Evening Peak (4-7pm),17:32,17:48,1,67,7,16.7,FALSE,0,Full (80-100%),CLEAR,Overloading Delay,152,1.3
TRP03149,2025-07-26,Saturday,True,  Midday (9am-4pm)  ,14:52,15:09,9,6,10,-89.3,FALSE,false,full (80-100%),null,Traffic Jam,101,3.3
TRP02069,2025-08-24,Sunday,true,Morning Peak (7-9am),07:54,08:00,9,107,1,6.7,no,False,,Clear,TRAFFIC JAM,101,2.3
TRP02601,12/05/2025,Monday,false,Evening Peak (4-7pm),18:07,18:18,1,19,7,11.0,False,No,Overloaded (>100%),Light Rain,None,153,1.4
TRP02914,2025-02-11,TUESDAY,False,Midday (9am-4pm),14:48,14:59,1,18,9,11.6,false,N,Low (<50%),Clear,Road Accident Nearby,100,2.3
TRP03139,2025-07-18,Friday,FALSE,Evening Peak (4-7pm),17:29,17:31,3,49,7,2.9,yes,no,FULL (80-100%),,Road Construction,153,5.0
TRP01050,2025-01-01,Wednesday,no,Midday (9am-4pm),09:56,10:10,4,39,9,14.6,0,N,Low (<50%),Clear,road accident nearby,80,2.0
TRP00871,2025-06-06,Friday,0,Morning Peak (7-9am),07:34,07:51,10,61,4,17.4,False,No,Moderate (50-80%),Clear,road accident nearby,102,2.9
TRP00912,2025-03-12,Wednesday,False,Morning Peak (7-9am),07:17,07:42,2,24,11,25.8,FALSE,false,Full (80-100%),  Clear  ,Vehicle Breakdown,129,2.7
TRP00005,2025-07-20,Sunday,TRUE,Morning Peak (7-9am),08:29,08:38,3,98,1,9.8,False,false,Moderate (50-80%),Clear,,151,4.0
TRP00244,2025-05-15,Thursday,false,Midday (9am-4pm),12:30,12:39,6,118,11,9.9,N,0,,clear,Road Construction,100,3.4
TRP00987,2025-04-01,Tuesday,FALSE,Morning Peak (7-9am),08:06,08:06,5,87,11,0.3,TRUE,N,Low (<50%),Clear,None,90,3.5
TRP00913,2025-05-20,Tuesday,false,Early Morning (5-7am),05:14,05:12,12,102,3,-1.8,1,FALSE,Full (80-100%),Clear,None,160,3.9
TRP01705,2025-04-22,Tuesday,False,Evening Peak (4-7pm),16:25,16:31,5,4,11,6.9,N,0,Overloaded (>100%),Light Rain,None,,2.1
TRP01304,2025-02-16,Sunday,Y,Evening Peak (4-7pm),18:58,19:04,6,112,3,6.8 min,false,no,Moderate (50-80%),Light Rain,None,168,2.6
TRP03439,2025-01-29,WEDNESDAY,False,Night (7-10pm),19:46,19:40,11,108,11,-6.0,0,false,Moderate (50-80%),Clear,None,110,3.9
TRP03094,2025-02-10,Monday,False,Morning Peak (7-9am),07:11,07:19,5,84,7,8.0,FALSE,False,Overloaded (>100%),Overcast,None,95,2.8
TRP00346,2025-05-28,Wednesday,0,Midday (9am-4pm),14:49,15:14,9,31,10,25.8,no,No,Full (80-100%),Overcast,Road Accident Nearby,80,2.4
TRP01742,2025-04-30,Wednesday,False,Evening Peak (4-7pm),18:31,18:37,10,77,9,6.4,N,No,-,Clear,None,80,2.2
TRP02570,2025-01-05,Sunday,1,Evening Peak (4-7pm),16:03,16:25,3,71,7,22.6,false,no,Low (<50%),Light Rain,Road Accident Nearby,,2.4
TRP01916,2025-01-05,Sunday,true,  Evening Peak (4-7pm)  ,16:55,17:01,1,40,1,6.3,no,False,Full (80-100%),Clear,Road Construction,KES 140,1.3
TRP00548,2025-08-12,Tuesday,N,Evening Peak (4-7pm),17:14,17:20,6,53,9,6.4,0,FALSE,Moderate (50-80%),Clear,None,113,4.0
TRP00067,2025-06-15,Sunday,True,night (7-10pm),21:51,21:59,5,6,11,8.8,False,False,Low (<50%),clear,Vehicle Breakdown,70,2.2
TRP01153,2025-05-03,Saturday,TRUE,Midday (9am-4pm),10:42,10:36,2,117,2,-5.6,No,no,Moderate (50-80%),Clear,None,90,2.9
TRP02803,2025-04-15,Tuesday,false,MORNING PEAK (7-9AM),08:44,08:50,2,91,6,6.2,0,False,Overloaded (>100%),Overcast,Police Checkpoint,136,2.4
TRP01807,2025-01-05,Sunday,Yes,Midday (9am-4pm),09:28,09:31,4,115,7,3.6,yes,No,,Clear,Overloading Delay,80,4.0
TRP03180,2025-04-01,Tuesday,False,Morning Peak (7-9am),07:43,07:47,9,15,3,4.9,true,False,Overloaded (>100%),unknown,None,125,3.3
TRP02354,2025-03-31,Monday,FALSE,EARLY MORNING (5-7AM),06:21,06:25,9,40,1,4.4,TRUE,no,Low (<50%),Clear,Overloading Delay,80,3.8
TRP03288,2025-02-17,MONDAY,False,Morning Peak (7-9am),07:20,07:25,6,95,2,5.2,False,TRUE,Low (<50%),Clear,Traffic Jam,126,3.4
TRP00557,2025-03-02,Sunday,true,Night (7-10pm),21:09,21:04,10,71,4,-4.4,True,false,Full (80-100%),clear,,70,4.2
TRP02689,2025-01-22,Wednesday,False,Morning Peak (7-9am),08:56,09:16,5,107,3,20.3,N,N,Full (80-100%),unknown,Vehicle Breakdown,84,3.1
TRP02405,21-Aug-2025,Thursday,No,Midday (9am-4pm),09:48,09:51,9,92,2,3.0,TRUE,0,Low (<50%),Clear,Police Checkpoint,80,3.6
TRP01942,2025-04-23,Wednesday,false,Morning Peak (7-9am),07:56,08:00,8,114,5,4.3,yes,false,Moderate (50-80%),Clear,NONE,79,4.4
TRP03023,2025-03-07,Friday,no,Evening Peak (4-7pm),18:12,18:13,12,116,6,1.8,TRUE,FALSE,Overloaded (>100%),Clear,None,215,4.6
TRP03378,2025-01-29,WEDNESDAY,0,Evening Peak (4-7pm),16:18,16:32,5,46,6,14.3,N,false,Low (<50%),Clear,Overloading Delay,102,3.9
TRP00538,2025-07-03,Thursday,no,Night (7-10pm),20:09,20:07,7,8,6,-1.6 min,no,yes,Full (80-100%),,None,150,2.9
TRP02190,2025-07-14,Monday,False,Midday (9am-4pm),13:51,13:54,2,71,7,3.8,yes,No,Moderate (50-80%),clear,overloading delay,90,4.1
TRP01041,2025-01-23,Thursday,no,Early Morning (5-7am),06:59,07:02,8,100,2,3.1,1,no,Low (<50%),Clear,Police Checkpoint,60,2.7
TRP01595,2025-04-14,Monday,False,Night (7-10pm),19:25,19:26,6,111,10,1.1,Yes,false,OVERLOADED (>100%),Clear,Overloading Delay,100,
TRP02557,2025-05-19,Monday,N,Evening Peak (4-7pm),17:14,17:22,9,111,6,8.0 min,no,False,FULL (80-100%),Clear,none,118,1.9
TRP02381,16-Feb-2025,  Sunday  ,true,Night (7-10pm),20:04,20:10,9,33,4,6.2,false,0,Moderate (50-80%),,None,98,3.5
TRP02915,2025-06-27,Friday,0,Midday (9am-4pm),11:09,11:21,1,39,6,12.3,N,FALSE,Low (<50%),Heavy Rain,None,129,1.0
TRP00837,2025-04-22,  Tuesday  ,No,Night (7-10pm),20:37,20:31,11,33,10,-6.0,0,False,Low (<50%),Clear,None,110,1.3
TRP01780,2025-08-27,Wednesday,No,Midday (9am-4pm),11:12,11:11,4,51,1,-0.4,True,no,Low (<50%),Clear,None,80,8.2
TRP00442,2025-06-10,Tuesday,false,Early Morning (5-7am),06:37,06:51,11,84,2,14.7,False,False,Moderate (50-80%),,Vehicle Breakdown,110,2.8
TRP01618,2025-05-06,Tuesday,No,Midday (9am-4pm),09:02,09:15,8,58,4,13.1,N,FALSE,Full (80-100%),Clear,Traffic Jam,KES 60,4.3
TRP02424,28/01/2025,Tuesday,0,Midday (9am-4pm),14:12,14:18,11,104,2,6.1,False,No,Low (<50%),Clear,Traffic Jam,110,3.2
TRP03021,2025-03-30,Sunday,TRUE,Evening Peak (4-7pm),17:48,17:56,4,85,6,8.7,N,No,Full (80-100%),Light Rain,Road Construction,161,2.4
TRP02054,2025-01-19,Sunday,Y,Morning Peak (7-9am),07:43,07:51,7,17,3,8.3,No,no,Full (80-100%),Overcast,NONE,Ksh230,1.3
TRP01464,2025-03-26,Wednesday,0,Morning Peak (7-9am),08:21,08:25,9,64,10,4.5,true,False,Overloaded (>100%),Clear,Police Checkpoint,119,4.3
TRP00253,2025-03-17,Monday,N,Early Morning (5-7am),05:52,05:47,7,60,11,-4.8,True,FALSE,Moderate (50-80%),Clear,None,150,4.5
TRP02468,2025-06-20,Friday,no,Midday (9am-4pm),09:58,10:07,9,95,7,9.3,FALSE,no,Full (80-100%),clear,  Traffic Jam  ,80,2.8
TRP00957,2025-05-22,Thursday,No,MORNING PEAK (7-9AM),08:30,08:28,8,36,11,-2.0,true,no,Low (<50%),Clear,None,71,3.7
TRP02672,2025-08-01,Friday,no,evening peak (4-7pm),17:42,17:49,7,34,11,7.7,false,N,moderate (50-80%),Light Rain,Road Construction,220,2.7
TRP01150,2025-01-30,Thursday,FALSE,Evening Peak (4-7pm),16:37,16:35,10,1,8,-1.5,Yes,N,Full (80-100%),Clear,None,100,3.4
TRP03208,2025-04-30,  Wednesday  ,False,Early Morning (5-7am),06:36,06:44,5,73,8,8.1,False,0,Full (80-100%),Heavy Rain,Overloading Delay,90,1.8
TRP01013,2025-04-21,Monday,false,Morning Peak (7-9am),08:57,09:20,6,4,10,23.3,False,No,Low (<50%),Clear,Vehicle Breakdown,132,2.1
TRP02018,2025-08-04,MONDAY,False,Morning Peak (7-9am),08:40,09:08,10,42,5,28.5,False,No,Full (80-100%),OVERCAST,Road Accident Nearby,80,2.2
TRP00080,2025-04-09,Wednesday,false,Morning Peak (7-9am),07:18,07:46,6,27,6,28.9,FALSE,N,Moderate (50-80%),Clear,Road Accident Nearby,136,2.2
TRP03116,2025-05-30,Friday,False,Night (7-10pm),19:24,19:28,11,90,1,4.6 min,TRUE,False,Low (<50%),Clear,None,110,5.0
TRP02670,2025-04-26,Saturday,True,Evening Peak (4-7pm),17:11,17:14,11,72,5,3.1,True,N,Moderate (50-80%),Clear,None,128,1.7
TRP01346,2025-06-09,Monday,No,Midday (9am-4pm),11:24,11:29,11,74,5,5.1,0,FALSE,Low (<50%),Clear,None,110,2.6
TRP02525,2025-03-14,Friday,no,MORNING PEAK (7-9AM),08:52,08:56,6,43,10,4.8,true,False,Full (80-100%),Clear,None,117,4.4
TRP00942,2025-02-01,Saturday,True,Midday (9am-4pm),13:49,13:49,7,16,7,0.4,yes,No,Low (<50%),Clear,None,150,3.4
TRP01570,2025-08-26,Tuesday,False,Night (7-10pm),19:35,19:38,5,119,9,3.8,yes,FALSE,Moderate (50-80%),Clear,Overloading Delay,70,5.0
TRP00333,2025-05-19,Monday,no,Morning Peak (7-9am),08:46,09:13,10,119,6,27.1,N,False,  Full (80-100%)  ,Light Rain,Vehicle Breakdown,116,2.0
TRP01998,2025-04-11,Friday,No,Evening Peak (4-7pm),17:07,17:20,6,71,8,13.5,no,false,,Light Rain,Police Checkpoint,135,2.9
TRP03130,2025-02-28,Friday,0,Early Morning (5-7am),06:50,06:55,5,30,9,5.7,no,No,Low (<50%),Light Rain,OVERLOADING DELAY,KES 80,2.3
TRP02875,2025-06-13,Friday,N,Midday (9am-4pm),13:11,13:11,8,29,3,0.9,True,false,Low (<50%),Clear,None,60,3.6
TRP03222,2025-07-17,Thursday,FALSE,Morning Peak (7-9am),07:26,07:37,6,72,9,11.3,false,False,Full (80-100%),Heavy Rain,None,140,1.0
TRP01541,2025-08-11,Monday,No,Morning Peak (7-9am),07:16,07:23,10,38,9,7.2,false,false,Full (80-100%),Overcast,None,93,
TRP01959,2025-05-07,Wednesday,N,Morning Peak (7-9am),07:10,07:20,8,89,10,10.7,0,False,Low (<50%),Overcast,None,84,
TRP02350,2025-03-10,Monday,FALSE,Morning Peak (7-9am),07:47,08:11,11,50,7,24.2,No,False,Full (80-100%),Clear,Vehicle Breakdown,140,2.1
TRP01598,2025-06-07,Saturday,True,Evening Peak (4-7pm),18:33,18:32,9,17,4,-0.7,1,False,Full (80-100%),Overcast,None,125,5.0
TRP02540,2025-07-27,Sunday,True,Morning Peak (7-9am),08:27,08:58,12,112,9,31.2 min,false,no,Moderate (50-80%),Light Rain,Vehicle Breakdown,218,2.6
TRP01586,2025-02-03,Monday,No,Morning Peak (7-9am),07:03,07:15,9,33,1,12.7,no,FALSE,moderate (50-80%),Clear,Overloading Delay,89,4.2
TRP01267,2025-07-08,Tuesday,N,Evening Peak (4-7pm),18:26,18:50,2,82,9,24.1,false,false,Moderate (50-80%),Heavy Rain,Police Checkpoint,176,3.0
TRP00927,2025-04-19,Saturday,yes,Midday (9am-4pm),12:26,12:24,5,31,2,-1.9,1,no,Moderate (50-80%),Clear,None,70,3.7
TRP00367,2025-04-22,Tuesday,No,Evening Peak (4-7pm),17:46,17:54,11,120,6,8.0,No,N,Full (80-100%),Clear,None,143,2.8
TRP01605,04-01-2025,TUESDAY,no,Morning Peak (7-9am),08:35,09:06,1,27,4,31.6,FALSE,False,Full (80-100%),Clear,Vehicle Breakdown,115,
TRP00348,2025-08-06,Wednesday,false,Morning Peak (7-9am),08:45,08:58,8,24,10,13.5,False,False,Overloaded (>100%),Clear,None,89,7.2
TRP01130,2025-04-27,sunday,TRUE,Night (7-10pm),20:45,20:43,12,83,6,-1.5 min,Yes,False,Overloaded (>100%),Light Rain,None,180,4.0
TRP03321,2025-06-09,Monday,FALSE,Evening Peak (4-7pm),16:19,16:40,7,2,9,21.9,false,N,Full (80-100%),Heavy Rain,None,237,2.7
TRP00794,2025-05-27,Tuesday,false,Evening Peak (4-7pm),16:34,16:46,1,42,4,12.1,No,0,full (80-100%),Clear,Road Construction,151,3.1
TRP02264,2025-07-14,Monday,False,Midday (9am-4pm),09:53,09:47,5,68,2,-5.6,No,false,LOW (<50%),Overcast,None,KES 70,2.3
TRP02933,2025-08-16,Saturday,True,Midday (9am-4pm),14:15,14:11,8,64,8,-3.5,TRUE,False,Overloaded (>100%),Clear,None,60,5.0
TRP01957,2025-01-02,Thursday,FALSE,Evening Peak (4-7pm),16:26,16:34,12,34,3,8.2,FALSE,0,Low (<50%),Clear,NONE,246,1.9
TRP01769,2025-04-21,monday,No,Evening Peak (4-7pm),17:23,17:23,8,103,11,203.9,Y,no,,999,  None  ,95,3.2
TRP01193,2025-02-06,Thursday,0,midday (9am-4pm),13:43,13:55,1,58,10,12.9,FALSE,N,Low (<50%),Clear,Road Accident Nearby,100,2.1
TRP01107,06-May-2025,Tuesday,No,Evening Peak (4-7pm),16:33,16:30,4,92,6,-2.5,TRUE,No,Moderate (50-80%),Overcast,None,119,3.2
TRP01731,2025-05-18,Sunday,true,Early Morning (5-7am),06:45,06:42,12,112,4,-2.3,Yes,False,moderate (50-80%),Light Rain,None,182,2.5
TRP01185,2025-03-07,Friday,FALSE,Evening Peak (4-7pm),16:04,16:10,12,99,10,6.0,FALSE,FALSE,Moderate (50-80%),Clear,None,224,1.3
TRP01982,2025-07-01,Tuesday,FALSE,Early Morning (5-7am),05:07,05:07,1,80,3,0.0,TRUE,N,Low (<50%),Clear,None,100,
TRP02213,2025-03-01,Saturday,true,Night (7-10pm),21:59,21:57,9,90,8,-2.0,yes,False,Moderate (50-80%),Clear,Overloading Delay,80,5.0
TRP00096,2025-07-14,Monday,N,Midday (9am-4pm),13:11,13:21,10,13,8,10.2,no,False,Full (80-100%),Clear,Traffic Jam,70,1.1
TRP01145,2025-01-02,Thursday,False,Morning Peak (7-9am),08:21,08:18,4,119,6,-2.4,TRUE,False,Full (80-100%),Clear,None,88,4.7
TRP02003,2025-06-20,Friday,False,Evening Peak (4-7pm),17:26,17:53,3,30,2,27.6,No,N,Overloaded (>100%),Clear,Road Accident Nearby,135,
TRP03383,2025-02-23,Sunday,yes,Midday (9am-4pm),13:52,14:03,12,105,7,11.4 min,no,false,LOW (<50%),Clear,Road Construction,160,3.0
TRP01631,17-Jun-2025,Tuesday,false,  Evening Peak (4-7pm)  ,18:04,18:13,12,103,7,9.0,False,N,Full (80-100%),Light Rain,None,271.00,2.1
TRP01792,2025-01-15,Wednesday,No,Evening Peak (4-7pm),16:10,16:25,10,84,4,15.1,False,FALSE,,Light Rain,Road Accident Nearby,101,1.0
TRP02197,2025-01-18,Saturday,true,Early Morning (5-7am),06:46,07:10,10,43,9,24.3,No,no,Full (80-100%),Light Rain,Vehicle Breakdown,86,1.8
TRP02779,2025-02-17,Monday,no,Morning Peak (7-9am),07:44,07:53,7,37,2,9.4,N,FALSE,overloaded (>100%),Overcast,None,223,2.8
TRP02815,2025-05-14,wednesday,False,Morning Peak (7-9am),08:38,08:46,9,56,9,8.2,FALSE,N,Moderate (50-80%),Overcast,Police Checkpoint,108,3.5
TRP01682,2025-01-01,WEDNESDAY,0,Evening Peak (4-7pm),18:39,18:53,8,56,1,14.4,False,False,Full (80-100%),Clear,Police Checkpoint,73,2.3
TRP00616,2025-03-09,Sunday,yes,Morning Peak (7-9am),08:19,08:23,12,89,3,4.2,1,False,Moderate (50-80%),Clear,None,189,4.0
TRP01746,2025-05-30,Friday,false,Morning Peak (7-9am),08:13,08:16,8,117,10,3.1,1,no,Overloaded (>100%),Clear,,93,4.1
TRP00723,2025-01-06,Monday,FALSE,Night (7-10pm),19:18,19:22,11,31,11,4.7,TRUE,N,Low (<50%),Clear,Overloading Delay,110,3.5
TRP01694,2025-04-10,Thursday,N,Morning Peak (7-9am),07:24,07:38,8,52,3,14.2,False,0,Moderate (50-80%),Clear,Overloading Delay,74,1.6
TRP00163,2025-05-15,Thursday,no,Morning Peak (7-9am),07:08,07:08,5,118,1,0.1,True,no,Full (80-100%),Clear,None,78,2.8
TRP01513,2025-06-19,Thursday,FALSE,Morning Peak (7-9am),08:33,08:54,3,89,5,21.2,0,False,Full (80-100%),Light Rain,VEHICLE BREAKDOWN,KES 216,2.0
TRP02634,2025-01-04,Saturday,Yes,Night (7-10pm),19:22,19:16,4,53,3,-6.0,N,False,Moderate (50-80%),Clear,None,80,1.6
TRP01540,2025-04-10,Thursday,0,Morning Peak (7-9am),08:56,08:58,9,117,1,2.8 min,Y,false,n/a,Overcast,None,91,4.1
TRP01997,2025-03-15,Saturday,Yes,Evening Peak (4-7pm),16:29,16:34,2,88,5,5.0,true,0,Full (80-100%),Clear,Road Construction,103,4.5
TRP01511,2025-08-20,Wednesday,no,Morning Peak (7-9am),07:43,07:59,11,40,5,16.8,False,no,Full (80-100%),Clear,Police Checkpoint,150,1.9
TRP03196,2025-08-15,Friday,0,Early Morning (5-7am),05:04,05:05,9,2,3,1.4,Yes,False,Full (80-100%),Light Rain,None,99,5.0
TRP00023,2025-06-28,Saturday,true,morning peak (7-9am),07:33,07:44,4,82,3,11.6 min,False,False,Full (80-100%),,Police Checkpoint,113,3.9
TRP03118,2025-03-18,Tuesday,False,Midday (9am-4pm),12:52,12:56,7,70,1,4.5,yes,FALSE,Low (<50%),Overcast,Overloading Delay,150,4.0
