trip_id,date,day_of_week,is_weekend,time_period,scheduled_time,actual_time,route_id,vehicle_id,stage_id,delay_minutes,on_time,cancelled,occupancy_level,weather,incident_type,fare_kes,passenger_rating
TRP00433,15/01/2025,Wednesday,No,Midday (9Am-4Pm),09:49:00,09:44:00,2,110,1,-5,Yes,No,Low (<50%),,None,90.00,3.4
TRP02088,17/02/2025,Monday,No,Evening Peak (4-7Pm),17:09:00,17:23:00,12,41,3,14,No,No,Full (80-100%),Clear,Traffic Jam,178.00,2.9
TRP02936,28/04/2025,Monday,No,Early Morning (5-7Am),05:03:00,05:10:00,4,75,11,7,No,No,Low (<50%),Light Rain,Overloading Delay,99.00,2.4
TRP00864,18/05/2025,Sunday,Yes,Evening Peak (4-7Pm),17:03:00,17:14:00,5,42,9,11,No,No,Moderate (50-80%),Heavy Rain,None,113.00,6.0
TRP01899,15/08/2025,Friday,No,Early Morning (5-7Am),06:48:00,06:44:00,10,18,6,-4,Yes,No,Moderate (50-80%),Clear,Overloading Delay,70.00,2.3
TRP00382,02/05/2025,Friday,No,Early Morning (5-7Am),06:26:00,06:24:00,3,16,10,-2,Yes,No,Moderate (50-80%),Clear,None,120.00,4.9
TRP01108,15/02/2025,Saturday,Yes,Morning Peak (7-9Am),07:28:00,07:30:00,10,5,6,2,No,No,Overloaded (>100%),Clear,None,107.00,4.7
TRP01154,12/08/2025,Tuesday,No,Midday (9Am-4Pm),11:00:00,11:02:00,7,23,2,2,No,No,Moderate (50-80%),Overcast,Overloading Delay,150.00,4.4
TRP01082,30/07/2025,Wednesday,No,Early Morning (5-7Am),06:21:00,06:25:00,7,39,2,4,No,No,Full (80-100%),Clear,Police Checkpoint,150.00,5.0
TRP01836,11/04/2025,Friday,No,Night (7-10Pm),20:54:00,21:16:00,10,114,8,22,No,No,Full (80-100%),Clear,Road Accident Nearby,70.00,
TRP02399,26/07/2025,Saturday,Yes,Morning Peak (7-9Am),07:31:00,07:43:00,11,98,7,12,No,No,Moderate (50-80%),Overcast,Road Accident Nearby,144.00,1.9
TRP00787,05/01/2025,Sunday,Yes,Morning Peak (7-9Am),07:19:00,07:39:00,7,56,2,20,No,No,Low (<50%),Overcast,Road Accident Nearby,165.00,2.4
TRP02390,26/06/2025,Thursday,No,Morning Peak (7-9Am),08:19:00,08:33:00,7,8,9,14,No,No,Overloaded (>100%),Overcast,Police Checkpoint,226.00,2.8
TRP01326,17/04/2025,Thursday,No,Morning Peak (7-9Am),08:29:00,08:47:00,3,53,6,18,No,No,Low (<50%),Clear,Traffic Jam,134.00,4.2
TRP00761,02/03/2025,Sunday,Yes,Midday (9Am-4Pm),12:01:00,11:59:00,1,51,7,-2,Yes,No,Full (80-100%),Clear,None,100.00,
TRP00256,31/07/2025,Thursday,No,Midday (9Am-4Pm),11:12:00,11:09:00,9,88,3,-3,Yes,No,Low (<50%),Clear,None,80.00,5.0
TRP02472,21/05/2025,Wednesday,No,Early Morning (5-7Am),05:34:00,05:34:00,5,108,9,0,Yes,No,,Clear,None,70.00,3.2
TRP01302,29/06/2025,Sunday,Yes,Midday (9Am-4Pm),11:31:00,11:25:00,8,29,5,-6,Yes,No,Low (<50%),Overcast,None,60.00,3.8
TRP00985,18/05/2025,Sunday,Yes,Midday (9Am-4Pm),12:59:00,13:06:00,4,112,5,7,No,No,Full (80-100%),Light Rain,Police Checkpoint,89.00,2.1
TRP02726,08/02/2025,Saturday,Yes,Midday (9Am-4Pm),14:57:00,14:56:00,10,92,3,-1,Yes,No,Moderate (50-80%),Clear,None,70.00,4.6
TRP02193,26/07/2025,Saturday,Yes,Night (7-10Pm),21:26:00,21:31:00,3,35,11,5,No,No,Full (80-100%),Heavy Rain,None,135.00,2.8
TRP00394,01/04/2025,Tuesday,No,Midday (9Am-4Pm),10:23:00,10:27:00,10,113,2,4,No,No,Low (<50%),Clear,None,70.00,3.8
TRP00495,11/07/2025,Friday,No,Early Morning (5-7Am),06:38:00,06:38:00,10,100,3,0,Yes,No,Moderate (50-80%),Clear,None,70.00,3.1
TRP01060,03/02/2025,Monday,No,Midday (9Am-4Pm),10:16:00,10:49:00,1,7,4,33,No,No,Low (<50%),Clear,Vehicle Breakdown,100.00,1.4
TRP00573,12/01/2025,Sunday,Yes,Early Morning (5-7Am),06:59:00,06:53:00,8,45,4,-6,Yes,No,Moderate (50-80%),Clear,None,60.00,1.9
TRP00887,07/02/2025,Friday,No,Evening Peak (4-7Pm),18:16:00,18:22:00,9,55,9,6,No,No,Moderate (50-80%),,Vehicle Breakdown,97.00,2.9
TRP01034,16/03/2025,Sunday,Yes,Night (7-10Pm),19:15:00,19:23:00,2,48,3,8,No,No,Low (<50%),Overcast,Road Construction,90.00,2.4
TRP01715,01/02/2025,Saturday,Yes,Midday (9Am-4Pm),10:22:00,10:21:00,3,118,10,-1,Yes,No,Full (80-100%),Clear,None,120.00,3.6
TRP03144,16/08/2025,Saturday,Yes,Midday (9Am-4Pm),10:36:00,10:35:00,4,90,3,-1,Yes,No,Low (<50%),Clear,None,80.00,3.1
TRP03290,15/08/2025,Friday,No,Morning Peak (7-9Am),07:21:00,07:28:00,2,81,9,7,No,No,Full (80-100%),Clear,None,139.00,2.3
TRP00824,17/03/2025,Monday,No,Midday (9Am-4Pm),10:09:00,10:06:00,8,40,2,-3,Yes,No,Moderate (50-80%),Clear,None,60.00,3.9
TRP02941,22/02/2025,Saturday,Yes,Early Morning (5-7Am),06:07:00,06:12:00,7,68,,5,No,No,Low (<50%),Clear,Road Accident Nearby,150.00,2.8
TRP02159,22/06/2025,Sunday,Yes,Morning Peak (7-9Am),08:36:00,08:30:00,11,12,3,-6,Yes,No,,Clear,None,142.00,2.4
TRP03426,09/02/2025,Sunday,Yes,Midday (9Am-4Pm),10:29:00,10:46:00,5,115,3,17,No,No,,Heavy Rain,Road Construction,78.00,2.2
TRP00657,30/06/2025,Monday,No,Morning Peak (7-9Am),08:23:00,08:24:00,8,117,7,1,No,No,Full (80-100%),Clear,Police Checkpoint,88.00,4.1
TRP02491,02/02/2025,Sunday,Yes,Midday (9Am-4Pm),10:44:00,10:46:00,12,116,6,2,No,No,,Light Rain,Police Checkpoint,189.00,3.9
TRP02092,13/05/2025,Tuesday,No,Evening Peak (4-7Pm),17:18:00,17:33:00,2,54,4,15,No,No,Moderate (50-80%),,None,,3.2
TRP02829,22/08/2025,Friday,No,Midday (9Am-4Pm),13:51:00,13:49:00,3,61,8,-2,Yes,No,Moderate (50-80%),Clear,None,120.00,3.9
TRP00986,19/01/2025,Sunday,Yes,Evening Peak (4-7Pm),17:19:00,17:44:00,3,110,2,25,No,No,  Moderate (50-80%)  ,Overcast,,151.00,2.1
TRP00106,28/04/2025,Monday,No,Midday (9Am-4Pm),12:29:00,12:44:00,1,78,2,15,No,No,,Clear,Traffic Jam,100.00,4.5
TRP03498,30/07/2025,Wednesday,No,Morning Peak (7-9Am),08:14:00,08:36:00,7,99,2,22,No,No,Full (80-100%),Clear,Road Accident Nearby,191.00,2.6
TRP02702,26/05/2025,Monday,No,Morning Peak (7-9Am),08:01:00,08:08:00,12,16,7,7,No,No,Moderate (50-80%),Light Rain,None,248.00,2.6
TRP00769,26/01/2025,Sunday,Yes,Midday (9Am-4Pm),11:44:00,11:47:00,7,52,6,3,No,No,Moderate (50-80%),Clear,Traffic Jam,150.00,4.1
TRP00475,29/07/2025,Tuesday,No,Midday (9Am-4Pm),14:11:00,14:20:00,2,32,3,9,No,No,Full (80-100%),Clear,Road Construction,90.00,3.3
TRP00435,29/06/2025,Sunday,Yes,Midday (9Am-4Pm),09:38:00,09:46:00,5,108,6,8,No,No,Low (<50%),Clear,Traffic Jam,70.00,4.1
TRP00437,05/01/2025,Sunday,Yes,Night (7-10Pm),21:55:00,21:51:00,11,3,3,-4,Yes,No,Low (<50%),Overcast,None,110.00,
TRP02933,16/08/2025,Saturday,Yes,Midday (9Am-4Pm),14:15:00,14:11:00,8,64,8,-4,Yes,No,Overloaded (>100%),Clear,None,60.00,5.0
TRP00367,22/04/2025,Tuesday,No,Evening Peak (4-7Pm),17:46:00,17:54:00,11,120,6,8,No,No,Full (80-100%),Clear,None,143.00,2.8
TRP01426,28/06/2025,Saturday,Yes,Morning Peak (7-9Am),08:32:00,08:33:00,12,9,8,1,No,No,Full (80-100%),Clear,Police Checkpoint,198.00,3.5
TRP00939,23/06/2025,Monday,No,Midday (9Am-4Pm),15:49:00,15:49:00,8,119,6,0,Yes,No,Full (80-100%),Clear,None,60.00,3.8
TRP00614,28/04/2025,Monday,No,Morning Peak (7-9Am),07:33:00,07:44:00,1,53,7,11,No,No,Overloaded (>100%),Overcast,None,111.00,2.6
TRP01247,10/02/2025,Monday,No,Midday (9Am-4Pm),15:47:00,16:00:00,7,10,5,13,No,No,Full (80-100%),Light Rain,Traffic Jam,183.00,1.4
TRP01204,19/02/2025,Wednesday,No,Early Morning (5-7Am),05:03:00,05:08:00,11,33,2,5,No,No,Full (80-100%),Heavy Rain,Overloading Delay,118.00,4.3
TRP00859,15/06/2025,Sunday,Yes,Evening Peak (4-7Pm),17:47:00,17:57:00,10,45,3,10,No,No,Low (<50%),Clear,Traffic Jam,79.00,2.7
TRP03328,31/01/2025,Friday,No,Morning Peak (7-9Am),08:30:00,08:49:00,6,100,5,19,No,No,Moderate (50-80%),Light Rain,Overloading Delay,140.00,1.6
TRP00139,01/03/2025,Saturday,Yes,Night (7-10Pm),20:04:00,20:07:00,8,21,10,3,No,No,Moderate (50-80%),Heavy Rain,None,74.00,
TRP02210,09/08/2025,Saturday,Yes,Night (7-10Pm),20:24:00,20:19:00,5,21,8,-5,Yes,No,Moderate (50-80%),Overcast,,70.00,4.3
TRP02296,02/02/2025,Sunday,Yes,Midday (9Am-4Pm),13:17:00,13:18:00,10,12,5,1,No,No,Full (80-100%),Clear,Traffic Jam,70.00,
TRP01436,07/06/2025,Saturday,Yes,Night (7-10Pm),20:33:00,20:48:00,11,22,6,15,No,No,Moderate (50-80%),Clear,Road Accident Nearby,110.00,4.4
TRP00360,18/06/2025,Wednesday,No,Early Morning (5-7Am),05:23:00,05:31:00,12,5,3,8,No,No,Moderate (50-80%),Light Rain,None,179.00,1.7
TRP01160,21/05/2025,Wednesday,No,Evening Peak (4-7Pm),17:05:00,17:26:00,6,57,6,21,No,No,Overloaded (>100%),Clear,Vehicle Breakdown,137.00,2.9
TRP02085,05/01/2025,Sunday,Yes,Midday (9Am-4Pm),11:20:00,11:14:00,4,111,5,-6,Yes,No,Low (<50%),Clear,None,80.00,1.8
TRP03400,21/01/2025,Tuesday,No,Evening Peak (4-7Pm),16:49:00,16:50:00,6,25,1,1,No,No,Moderate (50-80%),Clear,,155.00,2.9
TRP01596,30/04/2025,Wednesday,No,Evening Peak (4-7Pm),17:05:00,17:22:00,5,53,1,17,No,No,Low (<50%),Clear,Traffic Jam,86.00,2.3
TRP00229,14/03/2025,Friday,No,Morning Peak (7-9Am),08:42:00,08:42:00,4,20,10,0,Yes,No,Moderate (50-80%),Clear,None,122.00,5.2
TRP02762,20/08/2025,Wednesday,No,Evening Peak (4-7Pm),16:01:00,16:17:00,8,94,8,16,No,No,,Clear,Road Accident Nearby,89.00,2.2
TRP00903,26/08/2025,Tuesday,No,Morning Peak (7-9Am),07:00:00,07:32:00,12,20,9,32,No,No,Low (<50%),Clear,Vehicle Breakdown,250.00,2.8
TRP01761,26/07/2025,Saturday,Yes,Night (7-10Pm),21:50:00,21:52:00,6,54,10,2,No,No,Moderate (50-80%),Clear,Road Construction,100.00,
TRP01961,16/05/2025,Friday,No,Morning Peak (7-9Am),08:59:00,09:10:00,3,109,5,11,No,No,Full (80-100%),Light Rain,Police Checkpoint,152.00,1.4
TRP03001,19/07/2025,Saturday,Yes,Midday (9Am-4Pm),14:29:00,14:35:00,1,112,6,6,No,No,Moderate (50-80%),Clear,Police Checkpoint,100.00,2.1
TRP01600,27/06/2025,Friday,No,Early Morning (5-7Am),05:34:00,05:38:00,11,61,7,4,No,No,Full (80-100%),Overcast,Road Construction,110.00,5.0
TRP00471,06/05/2025,Tuesday,No,Evening Peak (4-7Pm),17:20:00,17:22:00,10,69,5,2,No,No,Full (80-100%),Light Rain,None,109.00,3.5
TRP00377,02/02/2025,Sunday,Yes,Midday (9Am-4Pm),09:19:00,09:24:00,3,98,7,5,No,No,Moderate (50-80%),Clear,Overloading Delay,,2.9
TRP00958,08/04/2025,Tuesday,No,Morning Peak (7-9Am),07:05:00,07:11:00,8,78,4,6,No,No,Moderate (50-80%),Clear,Overloading Delay,81.00,2.3
TRP01779,22/07/2025,Tuesday,No,Morning Peak (7-9Am),07:30:00,07:52:00,5,38,5,22,No,No,Full (80-100%),Light Rain,Road Accident Nearby,125.00,3.7
TRP01786,10/05/2025,Saturday,Yes,Morning Peak (7-9Am),07:45:00,07:56:00,12,88,8,11,No,No,Low (<50%),Clear,Traffic Jam,212.00,1.4
TRP00876,11/01/2025,Saturday,Yes,Midday (9Am-4Pm),10:54:00,11:02:00,8,50,6,8,No,No,Full (80-100%),,,60.00,2.2
TRP00312,17/07/2025,Thursday,No,Night (7-10Pm),21:50:00,22:06:00,8,72,7,16,No,No,,Clear,Traffic Jam,60.00,3.1
TRP00652,13/06/2025,Friday,No,Midday (9Am-4Pm),15:13:00,15:14:00,3,99,3,1,No,No,Moderate (50-80%),Clear,None,120.00,
TRP01971,18/08/2025,Monday,No,Midday (9Am-4Pm),12:28:00,12:54:00,4,9,7,26,No,No,Moderate (50-80%),Clear,,80.00,2.2
TRP01085,07/02/2025,Wednesday,No,Midday (9Am-4Pm),10:27:00,10:31:00,2,85,7,4,No,No,Low (<50%),Overcast,Road Construction,90.00,3.3
TRP01203,01/04/2025,Tuesday,No,Midday (9Am-4Pm),14:26:00,14:34:00,5,74,1,8,No,No,Moderate (50-80%),Heavy Rain,None,79.00,1.7
TRP00982,13/07/2025,Sunday,Yes,Midday (9Am-4Pm),15:22:00,15:30:00,11,31,8,8,No,No,Low (<50%),,Road Accident Nearby,110.00,1.7
TRP03030,01/02/2025,Saturday,Yes,Evening Peak (4-7Pm),16:52:00,16:49:00,12,50,6,-3,Yes,No,Full (80-100%),Light Rain,,,4.1
TRP00110,12/01/2025,Sunday,Yes,Night (7-10Pm),19:43:00,19:51:00,5,29,6,8,No,No,Full (80-100%),Heavy Rain,Overloading Delay,85.00,2.4
TRP03388,12/08/2025,Tuesday,No,Early Morning (5-7Am),06:23:00,06:32:00,1,77,9,9,No,No,Low (<50%),Clear,Overloading Delay,100.00,3.6
TRP01333,01/04/2025,Tuesday,No,Evening Peak (4-7Pm),16:27:00,16:31:00,10,67,11,4,No,No,Full (80-100%),Clear,None,85.00,3.4
TRP02086,10/03/2025,Monday,No,Night (7-10Pm),21:38:00,21:39:00,5,32,3,1,No,No,Full (80-100%),Clear,Police Checkpoint,70.00,3.0
TRP00104,11/01/2025,Saturday,Yes,Midday (9Am-4Pm),10:21:00,10:18:00,2,10,5,-3,Yes,No,Moderate (50-80%),Clear,None,90.00,3.6
TRP01118,12/01/2025,Sunday,Yes,Midday (9Am-4Pm),13:19:00,13:17:00,8,89,6,-2,Yes,No,Moderate (50-80%),Clear,None,60.00,4.3
TRP01883,20/07/2025,Sunday,Yes,Morning Peak (7-9Am),07:20:00,07:29:00,9,10,9,9,No,No,Moderate (50-80%),Overcast,Traffic Jam,109.00,2.6
TRP00200,20/05/2025,Tuesday,No,Evening Peak (4-7Pm),16:08:00,16:08:00,4,81,,0,Yes,No,Moderate (50-80%),Clear,Police Checkpoint,98.00,3.3
TRP01713,21/03/2025,Friday,No,Evening Peak (4-7Pm),18:56:00,19:15:00,4,90,6,19,No,No,Full (80-100%),Overcast,Vehicle Breakdown,102.00,1.9
TRP00162,21/03/2025,Friday,No,Evening Peak (4-7Pm),16:48:00,17:09:00,12,91,10,21,No,No,Moderate (50-80%),Clear,Traffic Jam,215.00,3.8
TRP03240,04/08/2025,Monday,No,Morning Peak (7-9Am),08:08:00,08:18:00,1,28,1,10,No,No,Full (80-100%),Clear,Overloading Delay,135.00,2.6
TRP03188,01/07/2025,Tuesday,No,Midday (9Am-4Pm),15:05:00,15:16:00,1,5,7,11,No,No,Moderate (50-80%),Heavy Rain,None,112.00,1.9
TRP02908,11/06/2025,Wednesday,No,Midday (9Am-4Pm),13:39:00,13:37:00,4,95,6,-2,Yes,No,Low (<50%),Light Rain,Overloading Delay,93.00,4.5
TRP01110,24/04/2025,Thursday,No,Night (7-10Pm),21:22:00,21:32:00,1,30,9,10,No,No,Moderate (50-80%),Clear,,100.00,2.4
TRP02063,19/07/2025,Saturday,Yes,Midday (9Am-4Pm),10:10:00,10:25:00,5,43,3,15,No,No,Moderate (50-80%),Overcast,Vehicle Breakdown,70.00,1.9
TRP02170,11/06/2025,Wednesday,No,Night (7-10Pm),21:26:00,21:29:00,4,100,6,3,No,No,Full (80-100%),Clear,Police Checkpoint,80.00,3.4
TRP02602,20/02/2025,Thursday,No,Morning Peak (7-9Am),07:14:00,07:36:00,4,63,9,22,No,No,Full (80-100%),Clear,Road Accident Nearby,96.00,2.6
TRP00268,19/08/2025,Tuesday,No,Night (7-10Pm),21:03:00,21:23:00,12,20,5,20,No,No,Low (<50%),Light Rain,Road Accident Nearby,191.00,2.6
TRP01789,17/04/2025,Thursday,No,Morning Peak (7-9Am),08:33:00,08:32:00,11,12,7,-1,Yes,No,Full (80-100%),Clear,None,124.00,3.0
TRP00432,08/05/2025,Thursday,No,Night (7-10Pm),19:46:00,19:59:00,12,26,5,13,No,No,,Clear,Road Accident Nearby,160.00,2.8
TRP03011,09/01/2025,Thursday,No,Morning Peak (7-9Am),07:57:00,08:10:00,9,60,1,13,No,No,Moderate (50-80%),Overcast,Traffic Jam,112.00,2.3
TRP03459,24/07/2025,Thursday,No,Morning Peak (7-9Am),08:35:00,08:39:00,3,19,8,4,No,No,Moderate (50-80%),Clear,None,148.00,4.8
TRP00354,26/06/2025,Thursday,No,Midday (9Am-4Pm),11:35:00,11:35:00,5,97,11,0,Yes,No,,,Police Checkpoint,70.00,4.5
TRP02467,09/04/2025,Wednesday,No,Morning Peak (7-9Am),07:26:00,07:33:00,4,18,5,7,No,Yes,Full (80-100%),,None,119.00,3.1
TRP00486,19/08/2025,Tuesday,No,Morning Peak (7-9Am),07:43:00,07:40:00,6,100,11,-3,Yes,No,Full (80-100%),Clear,None,145.00,
TRP03199,29/03/2025,Saturday,Yes,Midday (9Am-4Pm),14:44:00,14:52:00,1,95,3,8,No,No,Moderate (50-80%),Clear,Road Accident Nearby,100.00,2.8
TRP02443,22/07/2025,Tuesday,No,Early Morning (5-7Am),06:31:00,06:34:00,11,51,6,3,No,No,Moderate (50-80%),Overcast,Traffic Jam,110.00,4.7
TRP02500,15/03/2025,Saturday,Yes,Morning Peak (7-9Am),07:29:00,07:30:00,2,110,8,1,No,No,Moderate (50-80%),Overcast,None,132.00,4.0
TRP03289,07/03/2025,Friday,No,Morning Peak (7-9Am),08:41:00,08:58:00,9,60,3,17,No,No,  Overloaded (>100%)  ,Clear,Road Accident Nearby,113.00,
TRP01676,25/01/2025,Saturday,Yes,Morning Peak (7-9Am),07:26:00,07:45:00,3,13,10,19,No,No,Overloaded (>100%),Heavy Rain,None,193.00,3.0
TRP00407,11/07/2025,Friday,No,Evening Peak (4-7Pm),17:08:00,17:10:00,11,54,10,2,No,No,Low (<50%),Clear,Police Checkpoint,128.00,2.6
TRP01799,16/06/2025,Monday,No,Midday (9Am-4Pm),11:28:00,11:32:00,5,67,6,4,No,No,Low (<50%),Overcast,None,70.00,4.2
TRP00138,07/03/2025,Friday,No,Evening Peak (4-7Pm),17:30:00,17:34:00,5,8,9,4,No,No,Full (80-100%),Overcast,None,,
TRP02388,18/08/2025,Monday,No,Early Morning (5-7Am),05:44:00,05:48:00,2,10,1,4,No,No,Full (80-100%),Heavy Rain,None,114.00,5.0
TRP02238,20/06/2025,Friday,No,Midday (9Am-4Pm),15:05:00,15:06:00,11,115,7,1,No,No,Moderate (50-80%),Clear,Police Checkpoint,110.00,5.0
TRP00120,24/03/2025,Monday,No,Evening Peak (4-7Pm),18:08:00,18:21:00,2,29,7,13,No,No,Low (<50%),Clear,Road Construction,113.00,4.2
TRP01980,16/07/2025,Wednesday,No,Morning Peak (7-9Am),08:50:00,08:59:00,2,41,8,9,No,No,Moderate (50-80%),Clear,None,117.00,1.8
TRP00919,14/02/2025,Friday,No,Morning Peak (7-9Am),07:59:00,08:03:00,12,92,6,4,No,No,Moderate (50-80%),Light Rain,None,259.00,
TRP01542,12/07/2025,Saturday,Yes,Midday (9Am-4Pm),15:06:00,15:10:00,9,75,10,4,No,No,Moderate (50-80%),Clear,None,80.00,3.8
TRP01610,20/04/2025,Sunday,Yes,Evening Peak (4-7Pm),16:57:00,17:09:00,8,39,1,12,No,No,Overloaded (>100%),Clear,Overloading Delay,85.00,2.2
TRP02592,19/05/2025,Monday,No,Night (7-10Pm),21:15:00,21:52:00,6,107,8,37,No,No,Moderate (50-80%),Heavy Rain,Vehicle Breakdown,118.00,2.1
TRP00416,03/04/2025,Thursday,No,Evening Peak (4-7Pm),17:39:00,18:18:00,11,74,8,39,No,No,Moderate (50-80%),Heavy Rain,Vehicle Breakdown,149.00,2.4
TRP02859,12/05/2025,Monday,No,Midday (9Am-4Pm),13:31:00,13:28:00,11,15,2,-3,Yes,No,Low (<50%),Clear,None,110.00,3.4
TRP03234,06/05/2025,Tuesday,No,Evening Peak (4-7Pm),18:13:00,18:23:00,5,60,1,10,No,No,Moderate (50-80%),Light Rain,Overloading Delay,113.00,2.9
TRP02598,30/05/2025,Friday,No,Night (7-10Pm),20:01:00,20:19:00,8,83,10,18,No,No,Low (<50%),Clear,Traffic Jam,60.00,1.9
TRP02742,30/07/2025,Wednesday,No,Morning Peak (7-9Am),07:44:00,08:02:00,12,64,9,18,No,No,Full (80-100%),Clear,,191.00,3.3
TRP02930,17/05/2025,Saturday,Yes,Morning Peak (7-9Am),08:04:00,08:00:00,10,9,4,-4,Yes,No,Low (<50%),Clear,None,104.00,4.4
TRP02007,27/05/2025,Tuesday,No,Evening Peak (4-7Pm),18:51:00,19:03:00,12,45,3,12,No,No,,Clear,None,195.00,1.9
TRP01988,04/08/2025,Monday,No,Evening Peak (4-7Pm),18:14:00,18:34:00,6,53,3,20,No,No,Moderate (50-80%),Heavy Rain,None,178.00,1.4
TRP00074,22/06/2025,Sunday,Yes,Morning Peak (7-9Am),08:55:00,08:51:00,2,10,2,-4,Yes,No,Low (<50%),Light Rain,None,153.00,4.5
TRP00428,20/01/2025,Monday,No,Evening Peak (4-7Pm),16:37:00,16:46:00,12,40,6,9,No,No,Low (<50%),Clear,None,192.00,3.2
TRP01630,19/08/2025,Tuesday,No,Evening Peak (4-7Pm),18:54:00,19:04:00,2,115,9,10,No,No,Moderate (50-80%),Clear,Overloading Delay,142.00,2.3
TRP00967,13/01/2025,Monday,No,Morning Peak (7-9Am),07:49:00,07:54:00,9,40,4,5,No,No,Moderate (50-80%),Clear,Police Checkpoint,89.00,2.1
TRP01174,01/03/2025,Saturday,Yes,Midday (9Am-4Pm),12:40:00,12:59:00,5,20,5,19,No,No,Low (<50%),Clear,Road Accident Nearby,70.00,3.2
TRP00236,21/04/2025,Monday,No,Evening Peak (4-7Pm),17:25:00,17:33:00,6,92,9,8,No,No,Full (80-100%),Clear,Road Construction,127.00,2.9
TRP00325,15/05/2025,Thursday,No,Midday (9Am-4Pm),11:35:00,11:52:00,12,92,4,17,No,No,Full (80-100%),Clear,Vehicle Breakdown,160.00,4.5
TRP03336,31/07/2025,Thursday,No,Midday (9Am-4Pm),14:24:00,14:26:00,9,29,7,2,No,No,Low (<50%),Clear,Road Construction,80.00,2.4
TRP01993,17/02/2025,Monday,No,Midday (9Am-4Pm),15:55:00,16:09:00,10,48,2,14,No,No,Moderate (50-80%),Clear,Vehicle Breakdown,70.00,2.1
TRP00282,13/02/2025,Thursday,No,Evening Peak (4-7Pm),18:27:00,18:36:00,4,12,2,9,No,No,Full (80-100%),Overcast,Traffic Jam,111.00,1.8
TRP03409,06/07/2025,Sunday,Yes,Midday (9Am-4Pm),12:12:00,12:14:00,4,93,8,2,No,No,Low (<50%),Light Rain,Overloading Delay,100.00,3.1
TRP01917,25/07/2025,Friday,No,Morning Peak (7-9Am),07:22:00,07:36:00,4,79,1,14,No,No,Overloaded (>100%),Heavy Rain,None,131.00,3.2
TRP01850,24/07/2025,Thursday,No,Midday (9Am-4Pm),12:44:00,12:50:00,12,5,4,6,No,No,Moderate (50-80%),Light Rain,None,168.00,2.1
TRP01489,11/06/2025,Wednesday,No,Morning Peak (7-9Am),07:32:00,07:33:00,12,44,4,1,No,No,  Low (<50%)  ,Clear,None,240.00,4.4
TRP02594,07/06/2025,Saturday,Yes,Morning Peak (7-9Am),07:22:00,07:23:00,2,83,1,1,No,No,Low (<50%),Clear,None,116.00,5.0
TRP01570,26/08/2025,Tuesday,No,Night (7-10Pm),19:35:00,19:38:00,5,119,9,3,No,No,Moderate (50-80%),Clear,Overloading Delay,70.00,5.0
TRP01647,15/01/2025,Wednesday,No,Early Morning (5-7Am),06:32:00,06:33:00,5,34,2,1,No,No,Moderate (50-80%),Clear,Police Checkpoint,70.00,4.1
TRP01369,01/04/2025,Tuesday,No,Night (7-10Pm),21:05:00,21:05:00,5,72,10,0,Yes,No,,Overcast,None,70.00,4.6
TRP02403,14/03/2025,Friday,No,Morning Peak (7-9Am),07:59:00,08:12:00,6,57,11,13,No,No,Moderate (50-80%),Overcast,Road Construction,113.00,2.3
TRP01169,28/02/2025,Friday,No,Early Morning (5-7Am),05:16:00,05:24:00,2,72,2,8,No,No,Full (80-100%),Overcast,Police Checkpoint,,2.8
TRP01903,27/06/2025,Friday,No,Midday (9Am-4Pm),09:43:00,09:49:00,1,24,4,6,No,No,Moderate (50-80%),Clear,Road Construction,100.00,2.7
TRP03250,11/05/2025,Sunday,Yes,Midday (9Am-4Pm),13:21:00,13:35:00,3,62,5,14,No,No,Moderate (50-80%),Clear,Road Construction,120.00,2.7
TRP00731,07/08/2025,Thursday,No,Early Morning (5-7Am),06:52:00,06:59:00,7,15,8,7,No,No,Low (<50%),Clear,Road Construction,150.00,2.2
TRP02608,16/01/2025,Thursday,No,Morning Peak (7-9Am),08:24:00,08:49:00,7,107,4,25,No,No,Moderate (50-80%),Clear,Vehicle Breakdown,190.00,2.8
TRP02811,22/07/2025,Tuesday,No,Morning Peak (7-9Am),07:14:00,07:23:00,3,51,7,9,No,No,Moderate (50-80%),Clear,Traffic Jam,165.00,2.9
TRP00555,15/07/2025,Tuesday,No,Morning Peak (7-9Am),08:17:00,08:18:00,10,30,5,1,No,No,Moderate (50-80%),Clear,None,77.00,3.7
TRP01544,17/06/2025,Tuesday,No,Evening Peak (4-7Pm),16:40:00,16:44:00,7,100,1,4,No,No,Low (<50%),,None,215.00,4.7
TRP01003,17/01/2025,Friday,No,Early Morning (5-7Am),06:52:00,07:04:00,12,17,10,12,No,Yes,Moderate (50-80%),Clear,Road Construction,160.00,3.1
TRP00115,22/03/2025,Saturday,Yes,Evening Peak (4-7Pm),17:41:00,17:57:00,7,118,11,16,No,No,Full (80-100%),Light Rain,Traffic Jam,246.00,
TRP00817,07/04/2025,Monday,No,Evening Peak (4-7Pm),16:32:00,16:34:00,6,74,1,2,No,No,Low (<50%),Overcast,None,144.00,5.0
TRP01223,16/02/2025,Sunday,Yes,Evening Peak (4-7Pm),17:50:00,18:37:00,6,20,8,47,No,No,Moderate (50-80%),Heavy Rain,Vehicle Breakdown,173.00,2.6
TRP02034,27/02/2025,Thursday,No,Morning Peak (7-9Am),07:07:00,07:23:00,12,54,5,16,No,No,Moderate (50-80%),Clear,Vehicle Breakdown,191.00,2.7
